ecotypeid,name,country,latitude,longitude
9624,Chaba-2,RUS,53.6,79.37
9625,Kolyv-2,RUS,51.31,82.59
9626,Kolyv-3,RUS,51.36,82.59
9627,Kolyv-5,RUS,51.32,82.55
9628,Kolyv-6,RUS,51.33,82.54
9629,K-oze-1,RUS,51.35,82.18
9630,K-oze-3,RUS,51.34,82.16
9631,Lebja-1,RUS,51.65,80.79
9632,Lebja-2,RUS,51.67,80.82
9633,Lebja-4,RUS,51.63,80.83
9634,Masl-1,RUS,54.13,81.31
9635,Nosov-1,RUS,51.87,80.6
9636,Noveg-1,RUS,51.75,80.82
9637,Noveg-2,RUS,51.77,80.85
9638,Noveg-3,RUS,51.73,80.86
9639,Panke-1,RUS,53.82,80.31
9640,Rakit-1,RUS,51.87,80.06
9641,Rakit-2,RUS,51.9,80.06
9642,Rakit-3,RUS,51.84,80.06
9643,Sever-1,RUS,52.1,79.31
9644,Zupan-1,CRO,45.07,18.72
9645,Gradi-1,CRO,45.17,18.7
9646,Aiell-1,,NA,NA
9647,Basen-1,ITA,40.37,16.77
9648,Bisig-1,ITA,39.48,16.28
9649,Bivio-1,ITA,39.13,16.17
9651,Filet-1,ITA,40.68,14.87
9653,Giffo-1,ITA,38.44,16.13
9655,Marce-1,ITA,38.92,16.47
9656,Marti-1,ITA,40.64,17.31
9657,Melic-1,ITA,38.45,16.04
9658,Nicas-1,ITA,38.97,16.34
9659,Pigna-1,ITA,41.18,14.18
9660,Sarno-1,ITA,40.84,14.57
9661,Cimin-1,ITA,39.58,16.21
9663,Teano-1,ITA,41.33,14.09
9664,Mitterberg-1-179,ITA,46.36,11.28
9665,Mitterberg-1-180,ITA,46.36,11.28
9666,Mitterberg-1-182,ITA,46.36,11.28
9667,Mitterberg-1-183,ITA,46.36,11.28
9668,Mitterberg-2-184,ITA,46.37,11.28
9669,Mitterberg-2-185,ITA,46.37,11.28
9670,Mitterberg-2-186,ITA,46.37,11.28
9671,Mitterberg-3-187,ITA,46.37,11.28
9672,Mitterberg-3-188,ITA,46.37,11.28
9673,Mitterberg-3-189,ITA,46.37,11.28
9676,Mitterberg-4-192,ITA,46.37,11.29
9677,Mitterberg-4-193,ITA,46.37,11.29
9678,Mitterberg-4-194,ITA,46.37,11.29
9679,Castelfed-1-195,ITA,46.34,11.29
9680,Castelfed-1-196,ITA,46.34,11.29
9681,Castelfed-1-197,ITA,46.34,11.29
9682,Castelfed-1-198,ITA,46.34,11.29
9683,Castelfed-1-199,ITA,46.34,11.29
9684,Castelfed-2-200,ITA,46.34,11.29
9685,Castelfed-2-201,ITA,46.34,11.29
9686,Castelfed-2-202,ITA,46.34,11.29
9687,Castelfed-2-203,ITA,46.34,11.29
9689,Castelfed-3-205,ITA,46.34,11.29
9690,Castelfed-3-206,ITA,46.34,11.29
9691,Castelfed-3-207,ITA,46.34,11.29
9692,Castelfed-3-208,ITA,46.34,11.29
9693,Castelfed-3-209,ITA,46.34,11.29
9694,Castelfed-4-210,ITA,46.34,11.29
9695,Castelfed-4-211,ITA,46.34,11.29
9696,Castelfed-4-214,ITA,46.34,11.29
9697,Dolen-1,BUL,41.62,23.94
9698,Goced-1,BUL,41.57,23.85
9699,Kolar-1,BUL,41.37,23.14
9700,Dolna-1-10,BUL,42.32,23.1
9701,Ivano-1,BUL,43.7,25.91
9703,Melni-1,BUL,41.53,23.39
9704,Melni-2,BUL,41.53,23.39
9705,Choto-1,BUL,41.5,23.33
9706,Dospa-1,BUL,41.64,24.18
9707,Podvi-1,BUL,41.57,24.84
9708,Kardz-1,BUL,41.62,25.35
9709,Zerev-1-34,BUL,41.85,23.13
9710,Zerev-1-35,BUL,41.85,23.13
9711,Dolna-1-39,BUL,42.32,23.1
9712,Dolna-1-40,BUL,42.32,23.1
9713,Stara-1,BUL,42.49,25.61
9714,Grivo-1,BUL,41.84,25.75
9716,Leska-1-44,BUL,41.54,24.98
9717,Kardz-2,BUL,41.66,25.47
9718,Smolj-1,BUL,41.55,24.75
9719,Koren-1,BUL,41.83,25.69
9720,Malak-1,BUL,41.77,25.68
9721,Schip-1,BUL,42.72,25.33
9722,Groch-1,BUL,41.71,24.41
9723,Slavi-2,BUL,41.42,23.67
9725,Epidauros-1,GRC,37.6,23.08
9726,Faneronemi-3,GRC,37.07,22.04
9727,Olympia-2,GRC,37.63,21.62
9728,Stiav-1,SVK,48.46,18.9
9729,Stiav-2,SVK,48.46,18.9
9730,Bela-1,SVK,48.47,18.94
9731,Stiav-3,SVK,48.46,18.9
9732,Halca-1,SVK,48.47,18.96
9733,Bela-2,SVK,48.47,18.94
9735,Bela-4,SVK,48.47,18.94
9736,Teiu-2,ROU,44.69,25.17
9737,Ulies-1,ROU,45.95,22.62
9738,Bran-1,ROU,45.57,25.42
9739,Toc-1,ROU,46.01,22.33
9741,Orast-1,ROU,45.84,23.16
9743,Furni-1,ROU,45.14,25
9744,Iasi-1,ROU,47.16,27.59
9745,Sij 1/96,UZB,41.45,70.05
9747,Zabar-1,SRB,44.38,21.22
9748,Zagub-1,SRB,44.23,21.71
9749,Knjas-1,SRB,43.54,22.29
9754,Sredn-1,SRB,44.66,21.37
9755,Vajug-1,SRB,44.56,22.56
9756,Staro-2,SRB,44.3,21.08
9757,Staro-1,SRB,44.3,21.08
9758,Altai-5,CHN,47.75,88.4
9759,Anz-0,IRN,37.47,49.47
9761,Bik-1,LBN,33.92,35.7
9762,Etna-2,ITA,37.69,14.98
9764,Qar-8a,LBN,34.1,35.84
9766,Westkar-4,KGZ,42.26,74.16
9768,Rü4-16,GER,48.57,9.16
9769,HE-1,GER,48.55,8.99
9770,KBG2-13,GER,48.53,9.01
9771,Pfn-N2.2-6,GER,48.56,9.11
9772,Höf-1,GER,48.41,8.85
9774,Alt-1,GER,48.59,9.22
9775,Berg-1,GER,48.41,8.79
9776,Fell3-7,GER,48.43,8.79
9777,Gn-1,GER,48.57,9.17
9778,Bach-7,GER,48.41,8.84
9779,Bai-10,GER,48.5,8.78
9780,Fell2-4,GER,48.43,8.79
9781,Kus2-2,GER,48.52,9.11
9782,Lu3-30,GER,48.53,9.09
9783,Tü-PK-7,GER,48.52,9.05
9784,Erg2-6,GER,48.5,8.8
9785,Ha-HBT1-2,GER,48.54,9.02
9786,Ha-P-13,GER,48.54,9.01
9787,HI-4,GER,48.5,9
9788,KBG1-14,GER,48.53,9.01
9789,Obh-13,GER,48.39,8.96
9790,Gn2-3,GER,48.58,9.18
9791,Haes-1,GER,48.6,9.2
9792,Lu4-2,GER,48.54,9.09
9793,Rü-N2,GER,48.57,9.16
9794,Tü-B1-2,GER,48.52,9.08
9795,Wank-2,GER,48.5,9.11
9796,Bach2-1,GER,48.41,8.84
9797,Ha-HBT2-10,GER,48.54,9.02
9798,Ha-P2-1,GER,48.54,9.01
9799,Hart-2,GER,48.39,8.85
9800,Ha-S-B,GER,48.54,9.01
9801,Ha-SP-2,GER,48.54,9.01
9802,Kus3-1,GER,48.51,9.11
9803,Müh-2,GER,48.42,8.76
9804,Obe1-15,GER,48.45,8.87
9805,Pfn-10,GER,48.54,9.09
9806,Rü-2,GER,48.56,9.16
9807,Schl-7,GER,48.6,9.22
9808,Tü-B2-3,GER,48.52,9.08
9809,Tü-KB-6,GER,48.52,9.05
9810,Tü-KS-7,GER,48.53,9.07
9811,Tü-NK-12,GER,48.52,9.05
9812,Tü-W1,GER,48.52,9.03
9813,BI-4,GER,48.4,8.77
9814,Fell1-10,GER,48.42,8.79
9815,Ha-HBT3-11,GER,48.54,9.02
9816,Tü-WH,GER,48.55,9.06
9817,Ace-0,ESP,39.84,-6.6
9819,Amu-0,ESP,42.35,-3.03
9820,Are-0,ESP,41,-4.71
9821,Aru-0,ESP,41.81,2.49
9822,Aul-0,ESP,40.52,-4.02
9823,Bae-0,ESP,43.34,-5.84
9824,Bes-5,ESP,42.91,-4.91
9825,Boa-0,ESP,40.4,-3.88
9826,Bor-0,ESP,42.49,-6.71
9827,Bos-0,ESP,42.78,0.69
9828,Bra-0,ESP,42.5,-6.15
9830,Bus-0,ESP,36.97,-3.28
9831,Cas-0,ESP,38.54,-3.39
9832,Cat-0,ESP,40.54,-3.69
9833,Cha-0,ESP,40.38,-4.21
9834,Cho-0,ESP,40.51,-3.9
9835,Cir-0,ESP,40.61,-6.57
9836,Cod-0,ESP,41.25,-1.32
9837,Con-0,ESP,37.94,-5.6
9838,Cot-0,ESP,41.83,-5.38
9839,Coy-0,ESP,40.44,-4.27
9840,Dar-0,ESP,41.13,-1.43
9841,Ees-0,ESP,40.59,-4.15
9843,Elp-0,ESP,40.53,-3.92
9844,Esn-2,ESP,42.27,0.19
9845,Evs-0,ESP,40.48,-3.96
9846,Ezc-2,ESP,42.31,-3.02
9847,Fel-2,ESP,43.31,-5.7
9848,Glo-1,ESP,40.11,-5.77
9849,Gud-3,ESP,40.65,-4.11
9850,Hec-0,ESP,42.86,-0.7
9851,Hue-3,ESP,42.96,-6.1
9852,Ini-0,ESP,40.46,-3.75
9853,Lac-0,ESP,43.33,-5.91
9854,Laf-1,ESP,43.36,-5.88
9855,Lam-0,ESP,40.57,-3.89
9856,Lch-0,ESP,40.51,-4
9857,Leg-0,ESP,40.33,-3.8
9858,Loz-0,ESP,40.98,-3.8
9859,Lro-0,ESP,40.5,-3.88
9860,Lum-0,ESP,42.24,-2.62
9861,Mac-0,ESP,40.72,-3.21
9862,Mad-0,ESP,40.45,-3.67
9864,Mat-0,ESP,41.76,2.69
9866,Mdd-0,ESP,41.89,-2.79
9867,Mie-1,ESP,40.94,-3.22
9868,Moe-0,ESP,41.78,2.37
9869,Moj-0,ESP,36.76,-5.28
9870,Moz-0,ESP,41.91,0.17
9871,Nac-0,ESP,40.75,-3.99
9873,Ndc-0,ESP,37.94,-5.45
9874,Oja-0,ESP,42.34,-3
9875,Ovi-1,ESP,43.38,-5.87
9876,Pad-0,ESP,41.34,0.99
9877,Pdl-0,ESP,43.02,-5.6
9878,Pee-0,ESP,40.78,-3.62
9879,Per-0,ESP,37.6,-1.12
9880,Pib-1,ESP,42.72,-3.44
9881,Pie-0,ESP,40.46,-5.32
9882,Pil-0,ESP,40.46,-4.26
9883,Piq-0,ESP,42.1,-2.56
9885,Prd-0,ESP,41.14,-3.68
9886,Pru-0,ESP,42.38,1.73
9887,Pun-0,ESP,40.4,-4.77
9888,Pva-1,ESP,40.93,-3.31
9890,Rib-1,ESP,43.16,-5.07
9891,Sal-0,ESP,41.93,2.92
9892,Sam-0,ESP,42.68,-6.96
9894,Sen-0,ESP,42.59,0.76
9895,Sfb-6,ESP,41.78,2.57
9897,Smt-1,ESP,40.95,-5.63
9898,Som-0,ESP,41.14,-3.58
9899,Tau-0,ESP,42.54,0.84
9900,Tri-0,ESP,37.38,-6.01
9901,Urd-1,ESP,42.27,-2.98
9902,Usa-0,ESP,40.71,-3.24
9903,Val-0,ESP,42.31,-3.1
9904,Vas-0,ESP,40.95,-3.31
9905,Ven-0,ESP,40.76,-4.01
9906,Mah-6,ESP,40,4.25
9908,ESP-1-11,FRA,50.72,3.47
9909,GEN-8,FRA,50.59,3.3
9910,BRI-2,FRA,50.68,3.52
9911,ARGE-1-15,FRA,47.16,4.28
9912,CIRY-13,FRA,46.67,4.55
9914,IST-29,FRA,47.58,5.33
9915,MAR-4-16,FRA,47.45,3.94
9917,RAD-21,FRA,46.69,4.34
9918,SAUL-24,FRA,47.43,5.21
9920,DIR-9,FRA,48.54,4.32
9921,FOR-23,FRA,48.57,4.41
9924,PLY-20,FRA,48.59,4.24
9925,RUM-20,FRA,48.91,4.52
9926,TRE-1,FRA,48.86,4.1
9927,ARR-17,FRA,44.05,3.69
9928,BEZ-9,FRA,44.12,3.77
9929,ISS-20,FRA,43.92,3.71
9930,LEC-25,FRA,43.91,4.14
9932,NOZ-6,FRA,44.12,4.33
9933,VED-10,FRA,43.74,3.89
9935,BAU-15,FRA,50.6,2.93
9937,CATS-6,FRA,50.79,2.69
9938,WAV-8,FRA,50.65,2.99
9939,Aitba-2,MAR,31.48,-7.45
9941,Fei-0,POR,40.92,-8.54
9942,Agu-1,ESP,41.32,-1.34
9943,Cdm-0,ESP,39.73,-5.74
9944,Don-0,ESP,36.83,-6.36
9945,Leo-1,ESP,41.8,-3.11
9946,Mer-6,ESP,38.92,-6.34
9947,Ped-0,ESP,40.74,-3.9
9948,Pra-6,ESP,41.05,-3.54
9949,Qui-0,ESP,42.69,-6.93
9950,Vie-0,ESP,42.63,0.76
9951,Kly-1,RUS,51.34,82.57
9952,Kly-4,RUS,51.32,82.55
9953,Koz-2,RUS,51.33,82.19
9955,Stepn-2,RUS,54.09,60.46
9956,Stepn-1,RUS,54.06,60.48
9957,Borsk-2,RUS,53.04,51.75
9958,Shigu-1,RUS,53.33,49.48
9959,Shigu-2,RUS,53.33,49.48
9960,Kidr-1,RUS,51.31,57.56
9962,Galdo-1,ITA,40.57,15.32
9963,Lago-1,ITA,39.18,16.26
9964,Mammo-1,ITA,38.36,16.23
9965,Mammo-2,ITA,38.38,16.22
9966,Monte-1,ITA,40.28,15.65
9968,Timpo-1,ITA,39.27,16.27
9969,Valsi-1,ITA,40.18,16.45
9970,Altenb-2,ITA,46.37,11.24
9971,Bozen-1.1,ITA,46.51,11.33
9972,Bozen-1.2,ITA,46.51,11.33
9973,Mitterberg-1-181,ITA,46.36,11.28
9974,Castelfed-4-212,ITA,46.34,11.29
9975,Castelfed-4-213,ITA,46.34,11.29
9976,Rovero-1,ITA,46.25,11.17
9978,Vezzano-2.2,ITA,46.63,10.82
9979,Voeran-1,ITA,46.36,11.23
9980,Angel-1,ITA,38.62,16.17
9981,Angit-1,ITA,38.76,16.24
9982,Apost-1,ITA,39.01,16.47
9983,Ciste-1,ITA,41.62,12.87
9984,Ciste-2,ITA,41.62,12.87
9985,Slavi-1,BUL,41.43,23.65
9986,Jablo-1,BUL,41.59,25.2
9987,Lecho-1,BUL,41.43,23.5
9988,Bak-2,GEO,41.79,43.48
9990,Lag2.2,GEO,41.83,46.28
9991,Vash-1,GEO,41.24,46.37
9993,Nemrut-1,TUR,38.64,42.24
9995,HKT2.4,GER,48.14,9.4
9996,Nie1-2,GER,48.52,8.8
9997,Rue3.1-31,GER,48.56,9.16
9998,Star-8,GER,48.43,8.82
9999,TueSB30-3,GER,48.53,9.06
10001,TueV-13,GER,48.52,9.05
10002,TueWal-2,GER,48.53,9.04
10004,Bolin-1,ROM,44.46,25.74
10005,Copac-1,ROM,46.11,21.95
10006,Kastel-1,UKR,44.64,34.38
10008,Sij-1,UZB,41.45,70.05
10009,Sij-2,UZB,41.45,70.05
10010,Sij-4,UZB,41.45,70.05
10011,Yeg-1,ARM,39.87,45.36
10012,Istisu-1,AZE,38.98,48.56
10013,Lerik1-3,AZE,38.74,48.61
10014,Xan-1,AZE,38.65,48.8
10015,Sha,AFG,37.29,71.3
10017,Petro-1,SRV,44.34,21.46
10018,Dobra-1,SRB,44.84,20.16
10020,Jl-2,CZE,49.17,16.5
10022,Uk-3,GER,48.03,7.77
10023,Strand-1,,NA,NA
10027,Uk-6,GER,48.02838,7.765567
14312,Kos-1,RUS,62.02,34.12
14313,Kos-2,RUS,62.02,34.12
14314,Radk-1,RUS,61.59,35.11
14315,Radk-2,RUS,61.59,35.11
14318,Shu-1,RUS,61.94,34.24
14319,Shu-2,RUS,61.94,34.24
15560,Valm,RUS,61.37,61.37
15591,OOE1-1,AUT,48.3315333,14.72665
15592,OOE3-1,AUT,48.3314667,14.7158667
15593,OOE3-2,AUT,48.3314667,14.7158667
18694,Pien,RUS,60.4,32.09
18696,Samm,RUS,61.57,30.63
19949,OOE2-1,AUT,48.3268333,14.7181667
19950,OOE2-2,AUT,48.3268333,14.7181667
19951,OOE23,AUT,48.3268333,14.7181667
